cultivar;quantidade_kg;categorias;ano;sem_definicao
Festival (Sugraone);-;Viníferas;2020;
Franconia;-;Viníferas;2020;
Freisa;25.330;Viníferas;2020;
Gamay St Romain;-;Viníferas;2020;
Gamay Beaujolais;143.278;Viníferas;2020;
Grand Noir;-;Viníferas;2020;
Grenache;1.130;Viníferas;2020;
Jaen;-;Viníferas;2020;
Lagrein;3.020;Viníferas;2020;
Lambrusco;29.320;Viníferas;2020;
Malbec;493.966;Viníferas;2020;
Marzemina;-;Viníferas;2020;
Merlot;6.010.486;Viníferas;2020;
Marselan;449.156;Viníferas;2020;
Molinera;2.198;Viníferas;2020;
Montepulciano;22.968;Viníferas;2020;
Moscato Bailey;206.348;Viníferas;2020;
Napa Gamay;-;Viníferas;2020;
Nebbiolo;8.642;Viníferas;2020;
Petit Verdot;228.503;Viníferas;2020;
Petite Sirah;174.949;Viníferas;2020;
Pinotage;302.532;Viníferas;2020;
Pinot Noir;3.588.106;Viníferas;2020;
Pinot Saint George;-;Viníferas;2020;
Piriquita;-;Viníferas;2020;
Rebo;177.172;Viníferas;2020;
Refosco;-;Viníferas;2020;
Rondinella;2.340;Viníferas;2020;
Ruby Cabernet;218.783;Viníferas;2020;
Sangiovese;85.292;Viníferas;2020;
Sira (falsa);-;Viníferas;2020;
Tannat;3.571.972;Viníferas;2020;
Tempranillo;442.330;Viníferas;2020;
Teroldego;106.764;Viníferas;2020;
Torrontes;9.700;Viníferas;2020;
Tinta Barroca;-;Viníferas;2020;
Touriga Francesa;-;Viníferas;2020;
Touriga Nacional;150.166;Viníferas;2020;
Tinta Madeira;-;Viníferas;2020;
Tintoria;-;Viníferas;2020;
Trincdeira;-;Viníferas;2020;
Trousseau;-;Viníferas;2020;
Zinfandel;-;Viníferas;2020;
Outras1;-;Viníferas;2020;
BRANCAS E ROSADAS;41.004.206;Viníferas;2020;
Aliatico;-;Viníferas;2020;
Aligote;-;Viníferas;2020;
Altesse;-;Viníferas;2020;
Alvarinho;46.574;Viníferas;2020;
Arriloba;2.940;Viníferas;2020;
Auxerrois;-;Viníferas;2020;
Burger;-;Viníferas;2020;
Chardonnay;6.514.864;Viníferas;2020;
Chasselas;-;Viníferas;2020;
Chenin Blanc;465.377;Viníferas;2020;
Clairette(1);-;Viníferas;2020;
Colombard;467.614;Viníferas;2020;
Flora;-;Viníferas;2020;
Garganega;540;Viníferas;2020;
Gewurztraminer;192.058;Viníferas;2020;
Gouveio;-;Viníferas;2020;
Gros Manseng;6.296;Viníferas;2020;
Italia (Pirovano 65) (PE);200;Viníferas;2020;
Maccabeo;-;Viníferas;2020;
Malvasia;-;Viníferas;2020;
Malvasia Amarela;24.440;Viníferas;2020;
Malvasia Bianca;494.343;Viníferas;2020;
Malvasia Chianti;-;Viníferas;2020;
Malvasia Verde;26.597;Viníferas;2020;
Malvasia di Candia;3.389.071;Viníferas;2020;
Malvasia Istriana;1.090;Viníferas;2020;
Mistura de uvas viníferas branco;-;Viníferas;2020;
Mistura de uvas viníferas rosado;-;Viníferas;2020;
Moscato Branco;11.868.851;Viníferas;2020;
Moscato Canelli;138.482;Viníferas;2020;
Moscato Giallo;1.597.829;Viníferas;2020;
Moscato Nazareno;554.762;Viníferas;2020;
Moscato Bianco R2;864.917;Viníferas;2020;
Moscato de Alexandria;153.442;Viníferas;2020;
Moscato Rosado;500;Viníferas;2020;
Muscat à Petits Grains;8.030;Viníferas;2020;
Muller Thurgau;-;Viníferas;2020;
Muscadelle;-;Viníferas;2020;
Ora;-;Viníferas;2020;
Palomino;-;Viníferas;2020;
Petit Manseng;-;Viníferas;2020;
Peverella;15.858;Viníferas;2020;
Pinot Blanc;3.000;Viníferas;2020;
Pinot Gris;183.818;Viníferas;2020;
Prosecco;4.393.451;Viníferas;2020;
Red Veltliner;-;Viníferas;2020;
Riesling Italico;3.020.102;Viníferas;2020;
Riesling Renano;108.260;Viníferas;2020;
Sauvignon Blanc(2);818.549;Viníferas;2020;
Sauvignon Gris;1.028;Viníferas;2020;
Seara Nova;-;Viníferas;2020;
Semillon;193.760;Viníferas;2020;
Schonburger;14.499;Viníferas;2020;
Sylvaner;-;Viníferas;2020;
Tocai Friulano;-;Viníferas;2020;
Trebbiano;4.682.326;Viníferas;2020;
Trebbiano Toscano;122.512;Viníferas;2020;
Verdea;-;Viníferas;2020;
Verdelho;1.540;Viníferas;2020;
Verdiso;-;Viníferas;2020;
Vermentino;-;Viníferas;2020;
Vernaccia;95.680;Viníferas;2020;
Viognier;531.026;Viníferas;2020;
Outras(3);-;Viníferas;2020;
Total;69.007.711;Viníferas;2020;
TINTAS;376.136.313;Americanas e híbridas;2020;
Bacarina;-;Americanas e híbridas;2020;
Bailey;534.981;Americanas e híbridas;2020;
Bordo;129.978.861;Americanas e híbridas;2020;
Bourdin (S);-;Americanas e híbridas;2020;
BRS Carmen;11.540.681;Americanas e híbridas;2020;
BRS Cora;7.326.286;Americanas e híbridas;2020;
BRS Magna;3.989.275;Americanas e híbridas;2020;
BRS Margot;20.771;Americanas e híbridas;2020;
BRS Morena;-;Americanas e híbridas;2020;
BRS Rúbea;1.476.672;Americanas e híbridas;2020;
BRS Violeta;8.318.514;Americanas e híbridas;2020;
BRS Vitória;-;Americanas e híbridas;2020;
Champagnon (Champanheta);-;Americanas e híbridas;2020;
Coleções;-;Americanas e híbridas;2020;
Concord;9.984.266;Americanas e híbridas;2020;
Concord clone 30;1.406.305;Americanas e híbridas;2020;
Couderc;16.974.342;Americanas e híbridas;2020;
Cynthiana(1);1.084.022;Americanas e híbridas;2020;
Herbemont;1.131.251;Americanas e híbridas;2020;
IAC 138022;-;Americanas e híbridas;2020;
Isabel;152.414.695;Americanas e híbridas;2020;
Isabel Precoce;12.098.037;Americanas e híbridas;2020;
Jacquez;8.913.460;Americanas e híbridas;2020;
Kyoko;-;Americanas e híbridas;2020;
Landot;-;Americanas e híbridas;2020;
Mistura de uvas americanas tinto;-;Americanas e híbridas;2020;
Oberlin;-;Americanas e híbridas;2020;
Othello;-;Americanas e híbridas;2020;
Paco;7.380;Americanas e híbridas;2020;
Patricia;-;Americanas e híbridas;2020;
Seibel;3.660.374;Americanas e híbridas;2020;
Seibel 2 (seibeleto);4.538.123;Americanas e híbridas;2020;
Seyve Willard (Tinta);735.427;Americanas e híbridas;2020;
Vênus;2.590;Americanas e híbridas;2020;
BRANCAS E ROSADAS;56.980.104;Americanas e híbridas;2020;
Baco;-;Americanas e híbridas;2020;
Bokay;91.980;Americanas e híbridas;2020;
BRS Clara;-;Americanas e híbridas;2020;
BRS Lorena;7.165.025;Americanas e híbridas;2020;
Couderc 13;3.794.245;Americanas e híbridas;2020;
Delaware;-;Americanas e híbridas;2020;
Dona Zillá;12.610;Americanas e híbridas;2020;
Dut Chess;-;Americanas e híbridas;2020;
Goethe;358.137;Americanas e híbridas;2020;
IAC;-;Americanas e híbridas;2020;
Juliana;-;Americanas e híbridas;2020;
Martha;6.130;Americanas e híbridas;2020;
Mistura de uvas americanas;-;Americanas e híbridas;2020;
Moscato Embrapa;7.836.758;Americanas e híbridas;2020;
Niagara;-;Americanas e híbridas;2020;
Niagara Branca;28.672.956;Americanas e híbridas;2020;
Niagara Rosada;8.740.991;Americanas e híbridas;2020;
Poloske;14.191;Americanas e híbridas;2020;
Seleções;-;Americanas e híbridas;2020;
Seyve Villard;313.488;Americanas e híbridas;2020;
Seyve Villard 5276;57.423;Americanas e híbridas;2020;
Seyve Villard 12375;-;Americanas e híbridas;2020;
Tardia de Caxias;8.150;Americanas e híbridas;2020;
Outras(2);-;Americanas e híbridas;2020;
Total;433.116.417;Americanas e híbridas;2020;
TINTAS;63.474;Uvas de mesa;2020;
Alphonse Lavallee;-;Uvas de mesa;2020;
Moscato de Hamburgo;63.474;Uvas de mesa;2020;
BRANCAS;45.610;Uvas de mesa;2020;
Cardinal;-;Uvas de mesa;2020;
Golden Queen;-;Uvas de mesa;2020;
Patrícia;-;Uvas de mesa;2020;
Perlona;-;Uvas de mesa;2020;
Italia;-;Uvas de mesa;2020;
Rubi (Itália, Itália Ro);45.610;Uvas de mesa;2020;
Total;109.084;Uvas de mesa;2020;
;166.947;Sem classificação;2020;Sem classificação
;166.947;Sem classificação;2020;Total
TINTAS;93.296.587;Viníferas;2021;
Alicante Bouschet;811.140;Viníferas;2021;
Ancelota;6.513.974;Viníferas;2021;
Aramon;-;Viníferas;2021;
Alfrocheiro;-;Viníferas;2021;
Arinarnoa;2.785.609;Viníferas;2021;
Aspirant Bouschet;15.691.137;Viníferas;2021;
Barbera;437.640;Viníferas;2021;
Bonarda;3.110;Viníferas;2021;
Cabernet Franc;16.626.545;Viníferas;2021;
Cabernet Sauvignon;1.857.999;Viníferas;2021;
Caladoc;108.600;Viníferas;2021;
Campanario;-;Viníferas;2021;
Canaiolo;-;Viníferas;2021;
Carignan;-;Viníferas;2021;
Carmenere;76.625;Viníferas;2021;
Castelão;-;Viníferas;2021;
Corvina;69.910;Viníferas;2021;
Croatina;-;Viníferas;2021;
Cinsaut;-;Viníferas;2021;
Dom Felder;-;Viníferas;2021;
Dolcetto;-;Viníferas;2021;
Durif;-;Viníferas;2021;
Egiodola;6.322.152;Viníferas;2021;
Ekigaina;2.202.348;Viníferas;2021;
Festival (Sugraone);-;Viníferas;2021;
Franconia;-;Viníferas;2021;
Freisa;-;Viníferas;2021;
Gamay St Romain;-;Viníferas;2021;
Gamay Beaujolais;5.375.879;Viníferas;2021;
Grand Noir;-;Viníferas;2021;
Grenache;1.715.870;Viníferas;2021;
Jaen;-;Viníferas;2021;
Lagrein;94.970;Viníferas;2021;
Lambrusco;3.221.972;Viníferas;2021;
Malbec;8.502.206;Viníferas;2021;
Marzemina;-;Viníferas;2021;
Merlot;494.356;Viníferas;2021;
Marselan;154.348;Viníferas;2021;
Molinera;569;Viníferas;2021;
Montepulciano;28.485;Viníferas;2021;
Moscato Bailey;3.541.181;Viníferas;2021;
Napa Gamay;-;Viníferas;2021;
Nebbiolo;254.738;Viníferas;2021;
Petit Verdot;277.189;Viníferas;2021;
Petite Sirah;198.152;Viníferas;2021;
Pinotage;1.281.674;Viníferas;2021;
Pinot Noir;6.184.345;Viníferas;2021;
Pinot Saint George;-;Viníferas;2021;
Piriquita;-;Viníferas;2021;
Rebo;15.912;Viníferas;2021;
Refosco;380;Viníferas;2021;
Rondinella;684.860;Viníferas;2021;
Ruby Cabernet;78.412;Viníferas;2021;
Sangiovese;3.324.793;Viníferas;2021;
Sira (falsa);-;Viníferas;2021;
Tannat;2.634.802;Viníferas;2021;
Tempranillo;968.038;Viníferas;2021;
Teroldego;717.757;Viníferas;2021;
Torrontes;-;Viníferas;2021;
Tinta Barroca;-;Viníferas;2021;
Touriga Francesa;-;Viníferas;2021;
Touriga Nacional;38.910;Viníferas;2021;
Tinta Madeira;-;Viníferas;2021;
Tintoria;-;Viníferas;2021;
Trincdeira;-;Viníferas;2021;
Trousseau;-;Viníferas;2021;
Zinfandel;-;Viníferas;2021;
Outras1;-;Viníferas;2021;
BRANCAS E ROSADAS;71.266.239;Viníferas;2021;
Aliatico;-;Viníferas;2021;
Aligote;-;Viníferas;2021;
Altesse;-;Viníferas;2021;
Alvarinho;242.238;Viníferas;2021;
Arriloba;-;Viníferas;2021;
Auxerrois;-;Viníferas;2021;
Burger;-;Viníferas;2021;
Chardonnay;4.200.465;Viníferas;2021;
Chasselas;-;Viníferas;2021;
Chenin Blanc;49.100;Viníferas;2021;
Clairette(1);-;Viníferas;2021;
Colombard;97.713;Viníferas;2021;
Flora;-;Viníferas;2021;
Garganega;439.160;Viníferas;2021;
Gewurztraminer;3.201.453;Viníferas;2021;
Gouveio;-;Viníferas;2021;
Gros Manseng;-;Viníferas;2021;
Italia (Pirovano 65) (PE);1.858.705;Viníferas;2021;
Maccabeo;-;Viníferas;2021;
Malvasia;-;Viníferas;2021;
Malvasia Amarela;3.980;Viníferas;2021;
Malvasia Bianca;1.165.104;Viníferas;2021;
Malvasia Chianti;-;Viníferas;2021;
Malvasia Verde;3.578;Viníferas;2021;
Malvasia di Candia;1.544.223;Viníferas;2021;
Malvasia Istriana;950;Viníferas;2021;
Mistura de uvas viníferas branco;12.278;Viníferas;2021;
Mistura de uvas viníferas rosado;325.922;Viníferas;2021;
Moscato Branco;12.100.995;Viníferas;2021;
Moscato Canelli;109.714;Viníferas;2021;
Moscato Giallo;6.365.205;Viníferas;2021;
Moscato Nazareno;77.912;Viníferas;2021;
Moscato Bianco R2;2.920.047;Viníferas;2021;
Moscato de Alexandria;431.897;Viníferas;2021;
Moscato Rosado;15.030;Viníferas;2021;
Muscat à Petits Grains;895.346;Viníferas;2021;
Muller Thurgau;-;Viníferas;2021;
Muscadelle;-;Viníferas;2021;
Ora;-;Viníferas;2021;
Palomino;-;Viníferas;2021;
Petit Manseng;570;Viníferas;2021;
Peverella;70.925;Viníferas;2021;
Pinot Blanc;-;Viníferas;2021;
Pinot Gris;79.922;Viníferas;2021;
Prosecco;184.218;Viníferas;2021;
Red Veltliner;-;Viníferas;2021;
Riesling Italico;20.399.648;Viníferas;2021;
Riesling Renano;13.385.970;Viníferas;2021;
Sauvignon Blanc(2);728.633;Viníferas;2021;
Sauvignon Gris;-;Viníferas;2021;
Seara Nova;-;Viníferas;2021;
Semillon;4.000;Viníferas;2021;
Schonburger;5.500;Viníferas;2021;
Sylvaner;-;Viníferas;2021;
Tocai Friulano;-;Viníferas;2021;
Trebbiano;67.720;Viníferas;2021;
Trebbiano Toscano;184.310;Viníferas;2021;
Verdea;-;Viníferas;2021;
Verdelho;15.503;Viníferas;2021;
Verdiso;-;Viníferas;2021;
Vermentino;-;Viníferas;2021;
Vernaccia;-;Viníferas;2021;
Viognier;78.305;Viníferas;2021;
Outras(3);-;Viníferas;2021;
Total;164.562.826;Viníferas;2021;
TINTAS;394.224.543;Americanas e híbridas;2021;
Bacarina;-;Americanas e híbridas;2021;
Bailey;4.092.669;Americanas e híbridas;2021;
Bordo;117.655.879;Americanas e híbridas;2021;
Bourdin (S);-;Americanas e híbridas;2021;
BRS Carmen;13.771.662;Americanas e híbridas;2021;
BRS Cora;6.442.555;Americanas e híbridas;2021;
BRS Magna;2.094.359;Americanas e híbridas;2021;
BRS Margot;86.932;Americanas e híbridas;2021;
BRS Morena;-;Americanas e híbridas;2021;
BRS Rúbea;191.970;Americanas e híbridas;2021;
BRS Violeta;15.601.302;Americanas e híbridas;2021;
BRS Vitória;125.731;Americanas e híbridas;2021;
Champagnon (Champanheta);-;Americanas e híbridas;2021;
Coleções;-;Americanas e híbridas;2021;
Concord;367.793;Americanas e híbridas;2021;
Concord clone 30;621.693;Americanas e híbridas;2021;
Couderc;54.081.578;Americanas e híbridas;2021;
Cynthiana(1);7.346.675;Americanas e híbridas;2021;
Herbemont;14.846.723;Americanas e híbridas;2021;
IAC 138022;-;Americanas e híbridas;2021;
Isabel;125.664.882;Americanas e híbridas;2021;
Isabel Precoce;12.814.595;Americanas e híbridas;2021;
Jacquez;17.862.770;Americanas e híbridas;2021;
Kyoko;-;Americanas e híbridas;2021;
Landot;-;Americanas e híbridas;2021;
Mistura de uvas americanas tinto;8.617;Americanas e híbridas;2021;
Oberlin;-;Americanas e híbridas;2021;
Othello;-;Americanas e híbridas;2021;
Paco;-;Americanas e híbridas;2021;
Patricia;-;Americanas e híbridas;2021;
Seibel;351.956;Americanas e híbridas;2021;
Seibel 2 (seibeleto);26.032;Americanas e híbridas;2021;
Seyve Willard (Tinta);67.600;Americanas e híbridas;2021;
Vênus;100.570;Americanas e híbridas;2021;
BRANCAS E ROSADAS;175.576.873;Americanas e híbridas;2021;
Baco;-;Americanas e híbridas;2021;
Bokay;12.830;Americanas e híbridas;2021;
BRS Clara;-;Americanas e híbridas;2021;
BRS Lorena;23.133.629;Americanas e híbridas;2021;
Couderc 13;33.620.117;Americanas e híbridas;2021;
Delaware;-;Americanas e híbridas;2021;
Dona Zillá;10.610;Americanas e híbridas;2021;
Dut Chess;-;Americanas e híbridas;2021;
Goethe;104.596.918;Americanas e híbridas;2021;
IAC;-;Americanas e híbridas;2021;
Juliana;-;Americanas e híbridas;2021;
Martha;113.040;Americanas e híbridas;2021;
Mistura de uvas americanas;1.856;Americanas e híbridas;2021;
Moscato Embrapa;5.747.131;Americanas e híbridas;2021;
Niagara;-;Americanas e híbridas;2021;
Niagara Branca;5.574.368;Americanas e híbridas;2021;
Niagara Rosada;2.170.241;Americanas e híbridas;2021;
Poloske;402.953;Americanas e híbridas;2021;
Seleções;-;Americanas e híbridas;2021;
Seyve Villard;-;Americanas e híbridas;2021;
Seyve Villard 5276;97.368;Americanas e híbridas;2021;
Seyve Villard 12375;61.942;Americanas e híbridas;2021;
Tardia de Caxias;33.870;Americanas e híbridas;2021;
Outras(2);-;Americanas e híbridas;2021;
Total;569.801.416;Americanas e híbridas;2021;
TINTAS;21.732;Uvas de mesa;2021;
Alphonse Lavallee;-;Uvas de mesa;2021;
Moscato de Hamburgo;21.732;Uvas de mesa;2021;
BRANCAS;52.760;Uvas de mesa;2021;
Cardinal;-;Uvas de mesa;2021;
Golden Queen;-;Uvas de mesa;2021;
Patrícia;-;Uvas de mesa;2021;
Perlona;1.710;Uvas de mesa;2021;
Italia;-;Uvas de mesa;2021;
Rubi (Itália, Itália Ro);51.050;Uvas de mesa;2021;
Total;74.492;Uvas de mesa;2021;
;-;Sem classificação;2021;Sem classificação
;0;Sem classificação;2021;Total
TINTAS;93.296.587;Viníferas;2022;
Alicante Bouschet;811.140;Viníferas;2022;
Ancelota;6.513.974;Viníferas;2022;
Aramon;-;Viníferas;2022;
Alfrocheiro;-;Viníferas;2022;
Arinarnoa;2.785.609;Viníferas;2022;
Aspirant Bouschet;15.691.137;Viníferas;2022;
Barbera;437.640;Viníferas;2022;
Bonarda;3.110;Viníferas;2022;
Cabernet Franc;16.626.545;Viníferas;2022;
Cabernet Sauvignon;1.857.999;Viníferas;2022;
Caladoc;108.600;Viníferas;2022;
Campanario;-;Viníferas;2022;
Canaiolo;-;Viníferas;2022;
Carignan;-;Viníferas;2022;
Carmenere;76.625;Viníferas;2022;
Castelão;-;Viníferas;2022;
Corvina;69.910;Viníferas;2022;
Croatina;-;Viníferas;2022;
Cinsaut;-;Viníferas;2022;
Dom Felder;-;Viníferas;2022;
Dolcetto;-;Viníferas;2022;
Durif;-;Viníferas;2022;
Egiodola;6.322.152;Viníferas;2022;
Ekigaina;2.202.348;Viníferas;2022;
Festival (Sugraone);-;Viníferas;2022;
Franconia;-;Viníferas;2022;
Freisa;-;Viníferas;2022;
Gamay St Romain;-;Viníferas;2022;
Gamay Beaujolais;5.375.879;Viníferas;2022;
Grand Noir;-;Viníferas;2022;
Grenache;1.715.870;Viníferas;2022;
Jaen;-;Viníferas;2022;
Lagrein;94.970;Viníferas;2022;
Lambrusco;3.221.972;Viníferas;2022;
Malbec;8.502.206;Viníferas;2022;
Marzemina;-;Viníferas;2022;
Merlot;494.356;Viníferas;2022;
Marselan;154.348;Viníferas;2022;
Molinera;569;Viníferas;2022;
Montepulciano;28.485;Viníferas;2022;
Moscato Bailey;3.541.181;Viníferas;2022;
Napa Gamay;-;Viníferas;2022;
Nebbiolo;254.738;Viníferas;2022;
Petit Verdot;277.189;Viníferas;2022;
Petite Sirah;198.152;Viníferas;2022;
Pinotage;1.281.674;Viníferas;2022;
Pinot Noir;6.184.345;Viníferas;2022;
Pinot Saint George;-;Viníferas;2022;
Piriquita;-;Viníferas;2022;
Rebo;15.912;Viníferas;2022;
Refosco;380;Viníferas;2022;
Rondinella;684.860;Viníferas;2022;
Ruby Cabernet;78.412;Viníferas;2022;
Sangiovese;3.324.793;Viníferas;2022;
Sira (falsa);-;Viníferas;2022;
Tannat;2.634.802;Viníferas;2022;
Tempranillo;968.038;Viníferas;2022;
Teroldego;717.757;Viníferas;2022;
Torrontes;-;Viníferas;2022;
Tinta Barroca;-;Viníferas;2022;
Touriga Francesa;-;Viníferas;2022;
Touriga Nacional;38.910;Viníferas;2022;
Tinta Madeira;-;Viníferas;2022;
Tintoria;-;Viníferas;2022;
Trincdeira;-;Viníferas;2022;
Trousseau;-;Viníferas;2022;
Zinfandel;-;Viníferas;2022;
Outras1;-;Viníferas;2022;
BRANCAS E ROSADAS;71.266.239;Viníferas;2022;
Aliatico;-;Viníferas;2022;
Aligote;-;Viníferas;2022;
Altesse;-;Viníferas;2022;
Alvarinho;242.238;Viníferas;2022;
Arriloba;-;Viníferas;2022;
Auxerrois;-;Viníferas;2022;
Burger;-;Viníferas;2022;
Chardonnay;4.200.465;Viníferas;2022;
Chasselas;-;Viníferas;2022;
Chenin Blanc;49.100;Viníferas;2022;
Clairette(1);-;Viníferas;2022;
Colombard;97.713;Viníferas;2022;
Flora;-;Viníferas;2022;
Garganega;439.160;Viníferas;2022;
Gewurztraminer;3.201.453;Viníferas;2022;
Gouveio;-;Viníferas;2022;
Gros Manseng;-;Viníferas;2022;
Italia (Pirovano 65) (PE);1.858.705;Viníferas;2022;
Maccabeo;-;Viníferas;2022;
Malvasia;-;Viníferas;2022;
Malvasia Amarela;3.980;Viníferas;2022;
Malvasia Bianca;1.165.104;Viníferas;2022;
Malvasia Chianti;-;Viníferas;2022;
Malvasia Verde;3.578;Viníferas;2022;
Malvasia di Candia;1.544.223;Viníferas;2022;
Malvasia Istriana;950;Viníferas;2022;
Mistura de uvas viníferas branco;12.278;Viníferas;2022;
Mistura de uvas viníferas rosado;325.922;Viníferas;2022;
Moscato Branco;12.100.995;Viníferas;2022;
Moscato Canelli;109.714;Viníferas;2022;
Moscato Giallo;6.365.205;Viníferas;2022;
Moscato Nazareno;77.912;Viníferas;2022;
Moscato Bianco R2;2.920.047;Viníferas;2022;
Moscato de Alexandria;431.897;Viníferas;2022;
Moscato Rosado;15.030;Viníferas;2022;
Muscat à Petits Grains;895.346;Viníferas;2022;
Muller Thurgau;-;Viníferas;2022;
Muscadelle;-;Viníferas;2022;
Ora;-;Viníferas;2022;
Palomino;-;Viníferas;2022;
Petit Manseng;570;Viníferas;2022;
Peverella;70.925;Viníferas;2022;
Pinot Blanc;-;Viníferas;2022;
Pinot Gris;79.922;Viníferas;2022;
Prosecco;184.218;Viníferas;2022;
Red Veltliner;-;Viníferas;2022;
Riesling Italico;20.399.648;Viníferas;2022;
Riesling Renano;13.385.970;Viníferas;2022;
Sauvignon Blanc(2);728.633;Viníferas;2022;
Sauvignon Gris;-;Viníferas;2022;
Seara Nova;-;Viníferas;2022;
Semillon;4.000;Viníferas;2022;
Schonburger;5.500;Viníferas;2022;
Sylvaner;-;Viníferas;2022;
Tocai Friulano;-;Viníferas;2022;
Trebbiano;67.720;Viníferas;2022;
Trebbiano Toscano;184.310;Viníferas;2022;
Verdea;-;Viníferas;2022;
Verdelho;15.503;Viníferas;2022;
Verdiso;-;Viníferas;2022;
Vermentino;-;Viníferas;2022;
Vernaccia;-;Viníferas;2022;
Viognier;78.305;Viníferas;2022;
Outras(3);-;Viníferas;2022;
Total;164.562.826;Viníferas;2022;
TINTAS;394.224.543;Americanas e híbridas;2022;
Bacarina;-;Americanas e híbridas;2022;
Bailey;4.092.669;Americanas e híbridas;2022;
Bordo;117.655.879;Americanas e híbridas;2022;
Bourdin (S);-;Americanas e híbridas;2022;
BRS Carmen;13.771.662;Americanas e híbridas;2022;
BRS Cora;6.442.555;Americanas e híbridas;2022;
BRS Magna;2.094.359;Americanas e híbridas;2022;
BRS Margot;86.932;Americanas e híbridas;2022;
BRS Morena;-;Americanas e híbridas;2022;
BRS Rúbea;191.970;Americanas e híbridas;2022;
BRS Violeta;15.601.302;Americanas e híbridas;2022;
BRS Vitória;125.731;Americanas e híbridas;2022;
Champagnon (Champanheta);-;Americanas e híbridas;2022;
Coleções;-;Americanas e híbridas;2022;
Concord;367.793;Americanas e híbridas;2022;
Concord clone 30;621.693;Americanas e híbridas;2022;
Couderc;54.081.578;Americanas e híbridas;2022;
Cynthiana(1);7.346.675;Americanas e híbridas;2022;
Herbemont;14.846.723;Americanas e híbridas;2022;
IAC 138022;-;Americanas e híbridas;2022;
Isabel;125.664.882;Americanas e híbridas;2022;
Isabel Precoce;12.814.595;Americanas e híbridas;2022;
Jacquez;17.862.770;Americanas e híbridas;2022;
Kyoko;-;Americanas e híbridas;2022;
Landot;-;Americanas e híbridas;2022;
Mistura de uvas americanas tinto;8.617;Americanas e híbridas;2022;
Oberlin;-;Americanas e híbridas;2022;
Othello;-;Americanas e híbridas;2022;
Paco;-;Americanas e híbridas;2022;
Patricia;-;Americanas e híbridas;2022;
Seibel;351.956;Americanas e híbridas;2022;
Seibel 2 (seibeleto);26.032;Americanas e híbridas;2022;
Seyve Willard (Tinta);67.600;Americanas e híbridas;2022;
Vênus;100.570;Americanas e híbridas;2022;
BRANCAS E ROSADAS;175.576.873;Americanas e híbridas;2022;
Baco;-;Americanas e híbridas;2022;
Bokay;12.830;Americanas e híbridas;2022;
BRS Clara;-;Americanas e híbridas;2022;
BRS Lorena;23.133.629;Americanas e híbridas;2022;
Couderc 13;33.620.117;Americanas e híbridas;2022;
Delaware;-;Americanas e híbridas;2022;
Dona Zillá;10.610;Americanas e híbridas;2022;
Dut Chess;-;Americanas e híbridas;2022;
Goethe;104.596.918;Americanas e híbridas;2022;
IAC;-;Americanas e híbridas;2022;
Juliana;-;Americanas e híbridas;2022;
Martha;113.040;Americanas e híbridas;2022;
Mistura de uvas americanas;1.856;Americanas e híbridas;2022;
Moscato Embrapa;5.747.131;Americanas e híbridas;2022;
Niagara;-;Americanas e híbridas;2022;
Niagara Branca;5.574.368;Americanas e híbridas;2022;
Niagara Rosada;2.170.241;Americanas e híbridas;2022;
Poloske;402.953;Americanas e híbridas;2022;
Seleções;-;Americanas e híbridas;2022;
Seyve Villard;-;Americanas e híbridas;2022;
Seyve Villard 5276;97.368;Americanas e híbridas;2022;
Seyve Villard 12375;61.942;Americanas e híbridas;2022;
Tardia de Caxias;33.870;Americanas e híbridas;2022;
Outras(2);-;Americanas e híbridas;2022;
Total;569.801.416;Americanas e híbridas;2022;
TINTAS;21.732;Uvas de mesa;2022;
Alphonse Lavallee;-;Uvas de mesa;2022;
Moscato de Hamburgo;21.732;Uvas de mesa;2022;
BRANCAS;52.760;Uvas de mesa;2022;
Cardinal;-;Uvas de mesa;2022;
Golden Queen;-;Uvas de mesa;2022;
Patrícia;-;Uvas de mesa;2022;
Perlona;1.710;Uvas de mesa;2022;
Italia;-;Uvas de mesa;2022;
Rubi (Itália, Itália Ro);51.050;Uvas de mesa;2022;
Total;74.492;Uvas de mesa;2022;
;-;Sem classificação;2022;Sem classificação
;0;Sem classificação;2022;Total
